DOY,time,temperature,humidity,pressure,windspeed,cloudCoverTotal,attenuation
78.0,14.0,15.0,54.0,1006.0,12.9,1050.0,0.709523809524
78.0,15.0,15.6,56.0,1006.0,14.4,903.0,0.59911406423
78.0,16.0,15.0,56.0,1006.0,14.4,695.0,0.637410071942
78.0,17.0,13.3,64.0,1007.0,14.4,438.0,0.479452054795
78.0,18.0,12.2,72.0,1007.0,12.9,154.0,0.357142857143
79.0,7.0,9.4,74.0,1013.0,3.1,144.0,0.305555555556
79.0,8.0,12.2,62.0,1014.0,4.6,429.0,0.347319347319
79.0,9.0,13.9,55.0,1014.0,5.2,688.0,0.533430232558
79.0,10.0,15.0,54.0,1014.0,4.1,899.0,0.611790878754
79.0,11.0,16.1,44.0,1014.0,3.6,1050.0,0.55619047619
79.0,12.0,16.7,52.0,1014.0,5.7,1128.0,0.665780141844
79.0,13.0,16.1,58.0,1013.0,6.2,1130.0,0.715044247788
79.0,14.0,16.1,54.0,1012.0,6.2,1055.0,0.721327014218
79.0,15.0,16.1,52.0,1011.0,5.2,907.0,0.647188533627
79.0,16.0,16.1,52.0,1011.0,4.6,698.0,0.511461318052
79.0,17.0,17.2,54.0,1010.0,5.7,442.0,0.445701357466
79.0,18.0,13.3,78.0,1010.0,6.2,158.0,0.259493670886
80.0,7.0,10.6,74.0,1011.0,2.1,151.0,0.205298013245
80.0,8.0,10.6,80.0,1011.0,3.1,436.0,0.107798165138
80.0,9.0,12.2,69.0,1010.0,5.2,694.0,0.396253602305
80.0,10.0,12.2,75.0,1010.0,4.6,905.0,0.194475138122
80.0,11.0,10.6,86.0,1010.0,3.6,1055.0,0.151658767773
80.0,12.0,10.0,96.0,1009.0,2.6,1133.0,0.195939982348
80.0,13.0,12.2,43.0,1008.0,6.2,1134.0,0.34126984127
80.0,14.0,12.2,42.0,1007.0,7.7,1059.0,0.290840415486
80.0,15.0,12.2,43.0,1007.0,5.7,911.0,0.522502744237
80.0,16.0,9.4,50.0,1006.0,8.2,702.0,0.321937321937
80.0,17.0,11.7,45.0,1006.0,10.3,445.0,0.312359550562
80.0,18.0,11.1,47.0,1006.0,8.2,161.0,0.304347826087
81.0,7.0,8.9,50.0,1010.0,3.1,157.0,0.350318471338
81.0,8.0,11.1,47.0,1011.0,3.1,442.0,0.561085972851
81.0,9.0,12.2,43.0,1012.0,4.1,700.0,0.672857142857
81.0,10.0,13.9,39.0,1012.0,5.2,911.0,0.733260153677
81.0,11.0,15.0,36.0,1012.0,5.7,1060.0,0.758490566038
81.0,12.0,14.4,36.0,1012.0,7.7,1138.0,0.771528998243
81.0,13.0,15.6,31.0,1012.0,10.8,1139.0,0.770851624232
81.0,14.0,15.6,35.0,1011.0,9.3,1063.0,0.76293508937
81.0,15.0,15.6,35.0,1012.0,8.8,915.0,0.737704918033
81.0,16.0,15.0,38.0,1011.0,9.8,706.0,0.682719546742
81.0,17.0,13.9,34.0,1012.0,8.8,449.0,0.579064587973
81.0,18.0,13.3,40.0,1012.0,9.3,165.0,0.369696969697
81.0,19.0,12.8,39.0,1013.0,7.7,1.0,1.0
82.0,6.0,8.9,74.0,1015.0,2.6,1.0,1.0
82.0,7.0,9.4,69.0,1015.0,3.1,164.0,0.396341463415
82.0,8.0,12.8,55.0,1015.0,2.6,448.0,0.486607142857
82.0,9.0,13.9,55.0,1015.0,2.1,706.0,0.545325779037
82.0,10.0,15.0,62.0,1015.0,2.6,916.0,0.538209606987
82.0,11.0,15.0,67.0,1015.0,5.7,1065.0,0.698591549296
82.0,12.0,15.6,67.0,1014.0,5.7,1143.0,0.768153980752
82.0,13.0,15.6,62.0,1013.0,7.2,1143.0,0.650043744532
82.0,14.0,13.9,69.0,1012.0,7.7,1067.0,0.291471415183
82.0,15.0,13.3,75.0,1011.0,0.5,919.0,0.217627856366
82.0,16.0,13.3,75.0,1011.0,6.2,709.0,0.269393511989
82.0,17.0,12.8,80.0,1010.0,5.2,453.0,0.236203090508
82.0,18.0,12.8,83.0,1010.0,5.2,168.0,0.160714285714
82.0,19.0,12.8,75.0,1009.0,5.7,1.0,2.0
83.0,6.0,12.2,53.0,1009.0,4.1,1.0,2.0
83.0,7.0,11.1,74.0,1009.0,3.1,170.0,0.4
83.0,8.0,12.2,72.0,1009.0,3.1,455.0,0.6
83.0,9.0,14.4,58.0,1009.0,1.5,712.0,0.693820224719
83.0,10.0,16.7,45.0,1009.0,4.6,922.0,0.74295010846
83.0,11.0,16.7,46.0,1009.0,5.7,1070.0,0.76261682243
83.0,12.0,16.1,58.0,1008.0,7.7,1147.0,0.738448125545
83.0,13.0,16.7,54.0,1007.0,8.2,1147.0,0.749782040105
83.0,14.0,16.1,58.0,1007.0,7.7,1071.0,0.642390289449
83.0,15.0,16.7,54.0,1007.0,7.2,922.0,0.678958785249
83.0,16.0,15.0,65.0,1008.0,4.6,713.0,0.228611500701
83.0,17.0,16.7,54.0,1007.0,4.1,456.0,0.475877192982
83.0,18.0,17.2,43.0,1007.0,4.1,172.0,0.348837209302
83.0,19.0,15.0,54.0,1009.0,4.1,2.0,0.5
84.0,6.0,9.4,80.0,1010.0,2.1,2.0,0.5
84.0,7.0,11.1,72.0,1011.0,2.1,177.0,0.299435028249
84.0,8.0,15.6,48.0,1011.0,2.1,461.0,0.481561822126
84.0,9.0,18.9,36.0,1011.0,2.1,718.0,0.608635097493
84.0,10.0,21.1,35.0,1011.0,3.1,927.0,0.677454153182
84.0,11.0,20.6,41.0,1011.0,3.6,1075.0,0.714418604651
84.0,12.0,20.0,36.0,1011.0,6.7,1152.0,0.732638888889
84.0,13.0,20.0,36.0,1010.0,6.2,1152.0,0.735243055556
84.0,14.0,20.6,32.0,1010.0,8.2,1075.0,0.72
84.0,15.0,18.9,57.0,1010.0,7.2,926.0,0.679265658747
84.0,16.0,18.9,47.0,1010.0,8.2,716.0,0.611731843575
84.0,17.0,18.9,45.0,1009.0,8.2,460.0,0.484782608696
84.0,18.0,16.7,56.0,1010.0,7.7,176.0,0.301136363636
84.0,19.0,17.8,45.0,1011.0,7.2,2.0,0.5
85.0,6.0,11.7,62.0,1015.0,0.0,3.0,0.333333333333
85.0,7.0,12.8,62.0,1015.0,2.1,183.0,0.300546448087
85.0,8.0,16.1,44.0,1016.0,2.1,467.0,0.47965738758
85.0,9.0,19.4,35.0,1016.0,2.1,723.0,0.60857538036
85.0,10.0,22.2,25.0,1016.0,1.5,933.0,0.680600214362
85.0,11.0,22.2,30.0,1016.0,3.6,1080.0,0.715740740741
85.0,12.0,20.0,53.0,1015.0,4.6,1156.0,0.692906574394
85.0,13.0,18.9,68.0,1015.0,6.7,1156.0,0.69723183391
85.0,14.0,19.4,51.0,1014.0,6.7,1078.0,0.681818181818
85.0,15.0,18.9,59.0,1014.0,7.7,930.0,0.669892473118
85.0,16.0,17.8,54.0,1014.0,7.2,720.0,0.604166666667
85.0,17.0,17.2,50.0,1013.0,7.2,463.0,0.414686825054
85.0,18.0,16.1,63.0,1013.0,6.2,179.0,0.245810055866
85.0,19.0,14.4,87.0,1013.0,4.6,2.0,0.5
86.0,6.0,11.1,100.0,1014.0,3.6,4.0,0.25
86.0,7.0,11.7,100.0,1014.0,4.1,190.0,0.294736842105
86.0,8.0,13.3,90.0,1014.0,4.1,474.0,0.191983122363
86.0,9.0,14.4,84.0,1014.0,4.1,729.0,0.474622770919
86.0,10.0,16.7,70.0,1014.0,2.6,938.0,0.425373134328
86.0,11.0,17.2,73.0,1013.0,5.2,1085.0,0.716129032258
86.0,12.0,17.8,68.0,1013.0,6.2,1161.0,0.724375538329
86.0,13.0,17.2,70.0,1012.0,7.7,1160.0,0.744827586207
86.0,14.0,17.2,73.0,1012.0,7.2,1082.0,0.739371534196
86.0,15.0,16.1,78.0,1011.0,6.2,933.0,0.636655948553
86.0,16.0,15.6,81.0,1011.0,6.2,723.0,0.627939142462
86.0,17.0,15.0,84.0,1010.0,5.2,467.0,0.546038543897
86.0,18.0,13.3,93.0,1010.0,4.6,183.0,0.349726775956
87.0,6.0,11.1,96.0,1012.0,1.5,5.0,0.6
87.0,7.0,11.7,96.0,1012.0,2.1,196.0,0.40306122449
87.0,8.0,15.0,78.0,1013.0,0.0,480.0,0.591666666667
87.0,9.0,18.3,43.0,1013.0,2.1,735.0,0.69387755102
87.0,10.0,19.4,33.0,1013.0,2.1,943.0,0.742311770944
87.0,11.0,22.2,24.0,1013.0,4.1,1090.0,0.765137614679
87.0,12.0,22.8,32.0,1012.0,6.2,1165.0,0.770815450644
87.0,13.0,19.4,57.0,1012.0,5.7,1164.0,0.768041237113
87.0,14.0,19.4,59.0,1011.0,6.7,1086.0,0.757826887661
87.0,15.0,17.2,75.0,1011.0,8.8,937.0,0.73212379936
87.0,16.0,16.7,78.0,1011.0,8.2,727.0,0.683631361761
87.0,17.0,16.1,67.0,1011.0,7.2,470.0,0.595744680851
87.0,18.0,15.0,65.0,1011.0,6.2,186.0,0.403225806452
87.0,19.0,14.4,62.0,1011.0,5.7,3.0,0.666666666667
88.0,6.0,11.1,53.0,1012.0,3.1,6.0,0.833333333333
88.0,7.0,13.3,45.0,1013.0,2.6,202.0,0.460396039604
88.0,8.0,17.8,33.0,1014.0,2.1,486.0,0.637860082305
88.0,9.0,19.4,22.0,1014.0,2.1,741.0,0.72334682861
88.0,10.0,21.1,19.0,1014.0,3.6,948.0,0.76582278481
88.0,11.0,22.8,17.0,1015.0,2.6,1095.0,0.788127853881
88.0,12.0,22.2,28.0,1015.0,5.7,1169.0,0.789563729683
88.0,13.0,22.2,27.0,1014.0,5.7,1168.0,0.790239726027
88.0,14.0,20.0,55.0,1014.0,6.2,1089.0,0.752984389348
88.0,15.0,20.6,38.0,1013.0,5.7,940.0,0.717021276596
88.0,16.0,18.9,47.0,1014.0,7.7,730.0,0.641095890411
88.0,17.0,18.3,39.0,1014.0,6.7,473.0,0.541226215645
88.0,18.0,17.2,35.0,1014.0,4.6,190.0,0.373684210526
88.0,19.0,17.2,33.0,1014.0,4.1,4.0,1.0
89.0,6.0,12.8,33.0,1017.0,3.1,8.0,0.25
89.0,7.0,15.6,26.0,1017.0,4.1,209.0,0.320574162679
89.0,8.0,17.8,21.0,1017.0,5.2,492.0,0.441056910569
89.0,9.0,20.6,14.0,1017.0,5.7,746.0,0.604557640751
89.0,10.0,22.2,12.0,1017.0,3.6,954.0,0.667714884696
89.0,11.0,23.3,14.0,1017.0,3.6,1099.0,0.707006369427
89.0,12.0,25.6,14.0,1016.0,2.6,1174.0,0.631175468484
89.0,13.0,25.0,16.0,1016.0,6.7,1171.0,0.747224594364
89.0,14.0,23.3,15.0,1015.0,6.7,1093.0,0.623055809698
89.0,15.0,20.6,28.0,1014.0,7.2,943.0,0.713679745493
89.0,16.0,20.0,30.0,1014.0,6.7,733.0,0.56343792633
89.0,17.0,18.9,33.0,1014.0,7.7,477.0,0.513626834382
89.0,18.0,16.7,43.0,1014.0,7.2,193.0,0.300518134715
89.0,19.0,16.7,38.0,1014.0,6.2,5.0,0.2
90.0,6.0,12.8,29.0,1011.0,2.6,9.0,0.777777777778
90.0,7.0,17.8,18.0,1011.0,3.6,215.0,0.446511627907
90.0,8.0,20.0,19.0,1012.0,4.1,498.0,0.616465863454
90.0,9.0,22.2,17.0,1012.0,4.1,752.0,0.672872340426
90.0,10.0,25.0,13.0,1012.0,2.6,959.0,0.724713242961
90.0,11.0,25.6,14.0,1012.0,2.1,1104.0,0.714673913043
90.0,12.0,25.0,22.0,1011.0,5.2,1178.0,0.735993208829
90.0,13.0,22.8,32.0,1011.0,5.2,1175.0,0.751489361702
90.0,14.0,24.4,19.0,1010.0,6.2,1096.0,0.741788321168
90.0,15.0,23.9,18.0,1009.0,6.2,947.0,0.709609292503
90.0,16.0,22.8,15.0,1009.0,5.7,736.0,0.673913043478
90.0,17.0,20.0,21.0,1010.0,5.2,480.0,0.620833333333
90.0,18.0,17.2,34.0,1010.0,4.1,196.0,0.341836734694
90.0,19.0,15.6,60.0,1010.0,3.6,5.0,0.8
91.0,6.0,12.2,80.0,1014.0,2.1,12.0,0.166666666667
91.0,7.0,12.8,83.0,1014.0,3.1,224.0,0.165178571429
91.0,8.0,13.3,83.0,1014.0,3.6,507.0,0.218934911243
91.0,9.0,15.0,75.0,1014.0,3.1,760.0,0.313157894737
91.0,10.0,16.1,67.0,1013.0,2.1,966.0,0.267080745342
91.0,11.0,15.0,75.0,1014.0,4.6,1111.0,0.377137713771
91.0,12.0,15.6,72.0,1013.0,5.2,1184.0,0.434121621622
91.0,13.0,16.7,67.0,1012.0,5.7,1181.0,0.696867061812
91.0,14.0,16.7,65.0,1012.0,6.2,1101.0,0.595821980018
91.0,15.0,15.6,62.0,1011.0,6.2,951.0,0.373291272345
91.0,16.0,14.4,70.0,1011.0,6.2,741.0,0.604588394062
91.0,17.0,13.9,69.0,1010.0,5.2,485.0,0.480412371134
91.0,18.0,13.9,69.0,1010.0,5.2,201.0,0.293532338308
91.0,19.0,13.9,69.0,1010.0,2.6,6.0,0.5
92.0,6.0,11.1,72.0,1007.0,7.2,13.0,0.307692307692
92.0,7.0,11.1,72.0,1008.0,6.7,231.0,0.380952380952
92.0,8.0,12.2,67.0,1008.0,7.2,513.0,0.481481481481
92.0,9.0,13.3,60.0,1008.0,6.2,765.0,0.613071895425
92.0,10.0,13.3,60.0,1009.0,6.2,971.0,0.668383110196
92.0,11.0,13.9,60.0,1009.0,5.7,1115.0,0.630493273543
92.0,12.0,14.4,58.0,1009.0,6.2,1188.0,0.691077441077
92.0,13.0,15.0,58.0,1009.0,8.8,1184.0,0.748310810811
92.0,14.0,15.0,56.0,1008.0,9.3,1105.0,0.742986425339
92.0,15.0,15.0,60.0,1008.0,10.3,955.0,0.71832460733
92.0,16.0,13.9,64.0,1007.0,6.2,744.0,0.638440860215
92.0,17.0,13.9,51.0,1008.0,7.7,488.0,0.280737704918
92.0,18.0,12.8,57.0,1008.0,3.6,205.0,0.375609756098
92.0,19.0,11.7,64.0,1008.0,2.6,7.0,0.857142857143
93.0,6.0,9.4,74.0,1013.0,2.6,15.0,0.666666666667
93.0,7.0,11.1,69.0,1014.0,3.6,237.0,0.447257383966
93.0,8.0,12.8,69.0,1015.0,2.6,518.0,0.519305019305
93.0,9.0,14.4,62.0,1015.0,2.1,771.0,0.712062256809
93.0,10.0,16.1,58.0,1015.0,3.1,976.0,0.695696721311
93.0,11.0,16.7,58.0,1015.0,4.1,1119.0,0.720285969616
93.0,12.0,15.6,70.0,1015.0,6.2,1192.0,0.683724832215
93.0,13.0,16.1,58.0,1015.0,5.2,1188.0,0.772727272727
93.0,14.0,15.6,62.0,1015.0,6.2,1108.0,0.763537906137
93.0,15.0,15.6,52.0,1015.0,6.7,958.0,0.741127348643
93.0,16.0,15.6,54.0,1014.0,5.7,747.0,0.709504685408
93.0,17.0,14.4,67.0,1014.0,6.2,491.0,0.619144602851
93.0,18.0,13.3,72.0,1015.0,5.2,208.0,0.447115384615
93.0,19.0,12.8,75.0,1015.0,5.2,8.0,0.75
94.0,6.0,10.0,74.0,1019.0,2.1,17.0,0.705882352941
94.0,7.0,11.7,72.0,1020.0,2.1,243.0,0.489711934156
94.0,8.0,13.9,62.0,1020.0,4.1,524.0,0.646946564885
94.0,9.0,16.7,52.0,1020.0,4.1,776.0,0.721649484536
94.0,10.0,19.4,45.0,1020.0,1.5,981.0,0.757390417941
94.0,11.0,18.9,54.0,1020.0,3.6,1124.0,0.773131672598
94.0,12.0,19.4,53.0,1020.0,5.2,1195.0,0.780753138075
94.0,13.0,20.0,49.0,1020.0,6.2,1191.0,0.782535684299
94.0,14.0,18.3,54.0,1019.0,6.7,1111.0,0.774077407741
94.0,15.0,19.4,47.0,1019.0,5.2,961.0,0.755463059313
94.0,16.0,18.9,52.0,1018.0,6.2,750.0,0.717333333333
94.0,17.0,18.9,49.0,1018.0,4.6,494.0,0.63967611336
94.0,18.0,17.2,54.0,1018.0,4.6,212.0,0.471698113208
94.0,19.0,20.0,31.0,1018.0,5.7,9.0,0.777777777778
95.0,6.0,13.9,46.0,1018.0,2.1,20.0,0.45
95.0,7.0,16.7,40.0,1019.0,2.6,249.0,0.433734939759
95.0,8.0,20.6,26.0,1019.0,3.6,530.0,0.61320754717
95.0,9.0,23.3,22.0,1018.0,2.1,781.0,0.70166453265
95.0,10.0,26.7,19.0,1018.0,1.5,985.0,0.748223350254
95.0,11.0,28.3,15.0,1017.0,2.1,1128.0,0.774822695035
95.0,12.0,28.9,14.0,1017.0,5.2,1199.0,0.783986655546
95.0,13.0,28.3,13.0,1015.0,4.1,1194.0,0.786432160804
95.0,14.0,27.2,16.0,1015.0,5.7,1114.0,0.77289048474
95.0,15.0,26.7,16.0,1014.0,5.7,964.0,0.747925311203
95.0,16.0,26.7,16.0,1013.0,8.8,753.0,0.699867197875
95.0,17.0,23.3,28.0,1012.0,10.3,498.0,0.598393574297
95.0,18.0,19.4,45.0,1012.0,6.7,215.0,0.409302325581
95.0,19.0,18.9,47.0,1012.0,5.2,9.0,0.555555555556
96.0,6.0,15.0,44.0,1010.0,2.1,22.0,0.590909090909
96.0,7.0,17.2,40.0,1010.0,3.6,255.0,0.466666666667
96.0,8.0,19.4,39.0,1011.0,2.1,536.0,0.630597014925
96.0,9.0,20.6,38.0,1011.0,2.6,786.0,0.711195928753
96.0,10.0,22.8,40.0,1011.0,2.1,990.0,0.749494949495
96.0,11.0,22.2,51.0,1011.0,4.1,1132.0,0.765017667845
96.0,12.0,21.7,49.0,1010.0,5.2,1203.0,0.774729842062
96.0,13.0,20.6,61.0,1010.0,5.2,1198.0,0.771285475793
96.0,14.0,21.1,49.0,1010.0,6.2,1117.0,0.765443151298
96.0,15.0,18.9,54.0,1010.0,5.2,966.0,0.746376811594
96.0,16.0,17.8,56.0,1009.0,6.2,756.0,0.702380952381
96.0,17.0,16.7,70.0,1009.0,5.2,501.0,0.612774451098
96.0,18.0,16.1,65.0,1009.0,4.6,218.0,0.440366972477
96.0,19.0,15.6,60.0,1009.0,5.2,10.0,0.7
97.0,6.0,12.8,72.0,1011.0,2.1,24.0,0.458333333333
97.0,7.0,13.9,62.0,1011.0,5.2,261.0,0.337164750958
97.0,8.0,14.4,60.0,1012.0,4.1,541.0,0.445471349353
97.0,9.0,15.0,60.0,1012.0,4.1,791.0,0.404551201011
97.0,10.0,15.6,54.0,1012.0,5.7,994.0,0.525150905433
97.0,11.0,16.7,52.0,1012.0,5.7,1136.0,0.546654929577
97.0,12.0,16.7,52.0,1012.0,7.2,1206.0,0.514925373134
97.0,13.0,17.2,50.0,1012.0,5.2,1201.0,0.597002497918
97.0,14.0,17.8,48.0,1011.0,5.2,1120.0,0.774107142857
97.0,15.0,17.2,50.0,1011.0,2.1,969.0,0.71826625387
97.0,16.0,15.6,60.0,1011.0,5.2,759.0,0.68115942029
97.0,17.0,15.0,62.0,1011.0,5.2,504.0,0.496031746032
97.0,18.0,13.3,72.0,1011.0,5.2,222.0,0.328828828829
97.0,19.0,13.3,72.0,1011.0,3.1,11.0,0.181818181818
98.0,6.0,13.9,60.0,1013.0,1.5,27.0,0.407407407407
98.0,7.0,14.4,58.0,1014.0,1.5,267.0,0.337078651685
98.0,8.0,15.6,56.0,1014.0,0.0,547.0,0.508226691042
98.0,9.0,16.7,56.0,1014.0,0.0,796.0,0.552763819095
98.0,10.0,17.2,56.0,1014.0,4.1,999.0,0.681681681682
98.0,11.0,17.2,58.0,1014.0,5.7,1140.0,0.706140350877
98.0,12.0,16.7,58.0,1014.0,5.2,1210.0,0.714049586777
98.0,13.0,17.2,56.0,1013.0,4.6,1204.0,0.705149501661
98.0,14.0,16.7,67.0,1013.0,6.2,1123.0,0.713268032057
98.0,15.0,16.1,70.0,1013.0,6.2,972.0,0.68621399177
98.0,16.0,15.6,72.0,1012.0,5.2,762.0,0.599737532808
98.0,17.0,15.0,72.0,1012.0,5.2,507.0,0.510848126233
98.0,18.0,13.9,78.0,1012.0,5.2,225.0,0.342222222222
98.0,19.0,13.3,83.0,1013.0,4.6,12.0,0.5
99.0,6.0,11.7,80.0,1012.0,2.1,30.0,0.466666666667
99.0,7.0,12.8,77.0,1012.0,1.5,273.0,0.358974358974
99.0,8.0,14.4,75.0,1013.0,0.0,552.0,0.498188405797
99.0,9.0,16.1,63.0,1013.0,0.0,801.0,0.49063670412
99.0,10.0,16.7,65.0,1013.0,3.6,1003.0,0.48853439681
99.0,11.0,17.8,63.0,1012.0,5.2,1143.0,0.714785651794
99.0,12.0,17.8,63.0,1011.0,5.2,1213.0,0.749381698269
99.0,13.0,17.8,65.0,1011.0,6.2,1207.0,0.73487986744
99.0,14.0,17.2,65.0,1011.0,6.2,1126.0,0.736234458259
99.0,15.0,16.7,67.0,1010.0,6.2,975.0,0.681025641026
99.0,16.0,16.7,70.0,1010.0,6.2,765.0,0.640522875817
99.0,17.0,15.6,72.0,1010.0,6.7,510.0,0.51568627451
99.0,18.0,14.4,75.0,1010.0,5.2,228.0,0.364035087719
99.0,19.0,13.3,83.0,1010.0,4.6,13.0,0.538461538462
100.0,6.0,14.4,75.0,1011.0,3.1,32.0,0.3125
100.0,7.0,15.0,70.0,1011.0,2.6,279.0,0.186379928315
100.0,8.0,15.0,70.0,1012.0,2.1,557.0,0.238779174147
100.0,9.0,15.6,67.0,1012.0,2.6,806.0,0.276674937965
100.0,10.0,16.1,65.0,1012.0,2.1,1007.0,0.328699106256
100.0,11.0,16.1,67.0,1012.0,2.1,1147.0,0.307759372276
100.0,12.0,16.1,67.0,1012.0,4.1,1216.0,0.290296052632
100.0,13.0,16.1,65.0,1012.0,4.6,1210.0,0.357851239669
100.0,14.0,17.2,63.0,1012.0,3.6,1128.0,0.327127659574
100.0,15.0,16.7,65.0,1011.0,3.6,977.0,0.339815762538
100.0,16.0,16.7,65.0,1011.0,4.6,767.0,0.38591916558
100.0,17.0,16.1,65.0,1010.0,4.1,513.0,0.30604288499
100.0,18.0,14.4,72.0,1010.0,5.2,231.0,0.333333333333
100.0,19.0,13.9,80.0,1011.0,4.1,14.0,0.285714285714
101.0,6.0,13.9,83.0,1014.0,2.6,35.0,0.4
101.0,7.0,14.4,81.0,1014.0,3.6,284.0,0.204225352113
101.0,8.0,15.0,81.0,1015.0,3.6,563.0,0.168738898757
101.0,9.0,16.1,78.0,1015.0,2.6,811.0,0.309494451295
101.0,10.0,17.2,68.0,1015.0,4.1,1011.0,0.730959446093
101.0,11.0,17.8,63.0,1015.0,5.7,1151.0,0.684622067767
101.0,12.0,18.3,56.0,1015.0,5.7,1220.0,0.555737704918
101.0,13.0,18.9,54.0,1014.0,5.7,1213.0,0.759274525969
101.0,14.0,17.2,60.0,1014.0,5.7,1131.0,0.590627763042
101.0,15.0,17.8,58.0,1013.0,6.2,980.0,0.564285714286
101.0,16.0,16.1,63.0,1013.0,7.7,770.0,0.427272727273
101.0,17.0,16.1,63.0,1013.0,5.7,516.0,0.527131782946
101.0,18.0,14.4,72.0,1013.0,5.2,235.0,0.28085106383
101.0,19.0,13.9,78.0,1013.0,4.6,15.0,0.533333333333
102.0,6.0,11.7,83.0,1012.0,2.6,38.0,0.421052631579
102.0,7.0,12.8,83.0,1013.0,2.1,290.0,0.334482758621
102.0,8.0,14.4,81.0,1013.0,2.1,568.0,0.30985915493
102.0,9.0,16.1,70.0,1014.0,0.0,815.0,0.451533742331
102.0,10.0,17.8,63.0,1014.0,0.0,1015.0,0.464039408867
102.0,11.0,18.9,63.0,1013.0,2.6,1154.0,0.451473136915
102.0,12.0,19.4,61.0,1013.0,4.6,1223.0,0.681929681112
102.0,13.0,19.4,59.0,1013.0,3.6,1216.0,0.698190789474
102.0,14.0,18.3,63.0,1012.0,5.2,1134.0,0.690476190476
102.0,15.0,17.8,68.0,1012.0,6.7,983.0,0.687690742625
102.0,16.0,17.2,65.0,1012.0,5.2,773.0,0.606727037516
102.0,17.0,16.7,70.0,1012.0,5.7,518.0,0.471042471042
102.0,18.0,15.0,75.0,1012.0,4.6,238.0,0.31512605042
102.0,19.0,13.9,78.0,1012.0,3.6,16.0,0.5625
103.0,6.0,13.9,78.0,1014.0,2.6,41.0,0.219512195122
103.0,7.0,14.4,75.0,1015.0,2.6,296.0,0.125
103.0,8.0,15.0,72.0,1015.0,2.1,573.0,0.366492146597
103.0,9.0,15.6,70.0,1015.0,2.1,820.0,0.258536585366
103.0,10.0,17.2,65.0,1015.0,0.0,1019.0,0.640824337586
103.0,11.0,17.8,65.0,1015.0,4.1,1158.0,0.714162348877
103.0,12.0,17.8,65.0,1015.0,5.2,1226.0,0.76264274062
103.0,13.0,17.8,65.0,1014.0,5.2,1218.0,0.769293924466
103.0,14.0,17.8,65.0,1014.0,6.2,1136.0,0.758802816901
103.0,15.0,17.2,65.0,1014.0,6.2,985.0,0.735025380711
103.0,16.0,17.2,63.0,1013.0,5.2,775.0,0.682580645161
103.0,17.0,16.1,70.0,1013.0,6.2,521.0,0.593090211132
103.0,18.0,15.0,75.0,1013.0,6.2,241.0,0.419087136929
103.0,19.0,14.4,84.0,1014.0,4.6,18.0,0.5
104.0,6.0,13.9,78.0,1015.0,2.1,45.0,0.311111111111
104.0,7.0,13.9,80.0,1015.0,0.0,301.0,0.272425249169
104.0,8.0,14.4,78.0,1015.0,2.1,578.0,0.283737024221
104.0,9.0,16.7,70.0,1016.0,2.1,824.0,0.294902912621
104.0,10.0,17.2,70.0,1016.0,2.6,1023.0,0.647116324536
104.0,11.0,17.2,68.0,1016.0,5.2,1161.0,0.562446167097
104.0,12.0,16.7,67.0,1016.0,5.7,1229.0,0.782750203417
104.0,13.0,15.6,70.0,1016.0,5.7,1221.0,0.769860769861
104.0,14.0,16.7,65.0,1015.0,6.2,1139.0,0.77524143986
104.0,15.0,16.1,70.0,1014.0,5.2,988.0,0.751012145749
104.0,16.0,15.6,70.0,1014.0,6.2,778.0,0.721079691517
104.0,17.0,15.0,72.0,1014.0,6.2,524.0,0.614503816794
104.0,18.0,13.9,78.0,1014.0,5.7,244.0,0.409836065574
104.0,19.0,13.9,80.0,1014.0,4.1,19.0,0.684210526316
105.0,6.0,12.8,80.0,1016.0,2.1,48.0,0.125
105.0,7.0,12.8,83.0,1016.0,1.5,307.0,0.192182410423
105.0,8.0,13.3,80.0,1017.0,2.1,583.0,0.246998284734
105.0,9.0,13.9,78.0,1017.0,2.1,829.0,0.256936067551
105.0,10.0,15.6,72.0,1017.0,2.6,1027.0,0.306718597858
105.0,11.0,15.6,72.0,1016.0,3.6,1165.0,0.592274678112
105.0,12.0,16.1,67.0,1016.0,5.7,1232.0,0.747564935065
105.0,13.0,16.1,67.0,1016.0,6.2,1224.0,0.77614379085
105.0,14.0,15.6,72.0,1015.0,5.7,1141.0,0.600350569676
105.0,15.0,15.0,75.0,1015.0,6.7,990.0,0.481818181818
105.0,16.0,14.4,78.0,1014.0,6.2,780.0,0.415384615385
105.0,17.0,14.4,78.0,1014.0,6.2,527.0,0.552182163188
105.0,18.0,13.3,83.0,1014.0,5.2,248.0,0.193548387097
105.0,19.0,13.3,83.0,1015.0,4.6,20.0,0.3
106.0,6.0,12.8,86.0,1016.0,0.0,51.0,0.313725490196
106.0,7.0,13.3,83.0,1017.0,1.5,312.0,0.352564102564
106.0,8.0,13.9,78.0,1017.0,2.1,588.0,0.340136054422
106.0,9.0,15.6,75.0,1017.0,3.1,833.0,0.421368547419
106.0,10.0,16.7,70.0,1017.0,4.1,1031.0,0.696411251212
106.0,11.0,16.7,70.0,1017.0,5.7,1168.0,0.742294520548
106.0,12.0,16.7,67.0,1016.0,5.2,1234.0,0.785251215559
106.0,13.0,17.2,68.0,1015.0,6.7,1226.0,0.733278955954
106.0,14.0,16.7,73.0,1015.0,6.7,1144.0,0.454545454545
