DOY,time,temperature,humidity,pressure,windspeed,cloudCoverTotal,attenuation
190.0,8.0,18.9,75.0,1012.0,3.1,672.0,0.247023809524
190.0,9.0,18.9,78.0,1012.0,2.6,900.0,0.298888888889
190.0,10.0,20.0,73.0,1012.0,3.1,1085.0,0.70599078341
190.0,11.0,21.1,68.0,1012.0,4.1,1216.0,0.668585526316
190.0,12.0,21.1,68.0,1012.0,5.2,1283.0,0.766173031956
190.0,13.0,21.7,63.0,1011.0,5.7,1282.0,0.758190327613
190.0,14.0,21.7,63.0,1011.0,6.2,1212.0,0.745874587459
190.0,15.0,22.2,61.0,1011.0,5.2,1079.0,0.721037998146
190.0,16.0,20.6,68.0,1010.0,5.7,892.0,0.690582959641
190.0,17.0,19.4,73.0,1010.0,5.2,662.0,0.646525679758
190.0,18.0,18.9,75.0,1010.0,6.7,407.0,0.577395577396
191.0,6.0,18.3,73.0,1011.0,1.5,154.0,0.103896103896
191.0,7.0,18.3,70.0,1012.0,0.0,416.0,0.158653846154
191.0,8.0,20.0,63.0,1012.0,0.0,670.0,0.24776119403
191.0,9.0,21.1,61.0,1012.0,3.6,898.0,0.640311804009
191.0,10.0,21.1,59.0,1012.0,4.6,1084.0,0.721402214022
191.0,11.0,21.1,59.0,1012.0,5.7,1215.0,0.753909465021
191.0,12.0,22.2,57.0,1012.0,4.6,1283.0,0.770849571317
191.0,13.0,22.2,57.0,1012.0,6.2,1281.0,0.758782201405
191.0,14.0,21.1,63.0,1011.0,6.2,1212.0,0.745874587459
191.0,15.0,21.1,63.0,1011.0,7.2,1079.0,0.714550509731
191.0,16.0,20.6,68.0,1010.0,5.7,891.0,0.619528619529
191.0,17.0,19.4,73.0,1010.0,6.2,662.0,0.587613293051
191.0,18.0,18.9,75.0,1010.0,6.7,407.0,0.604422604423
192.0,6.0,18.3,76.0,1012.0,2.1,152.0,0.0855263157895
192.0,7.0,18.3,76.0,1012.0,1.5,414.0,0.140096618357
192.0,8.0,18.9,70.0,1012.0,2.6,668.0,0.196107784431
192.0,9.0,19.4,68.0,1013.0,3.1,897.0,0.294314381271
192.0,10.0,21.1,63.0,1013.0,4.1,1083.0,0.517082179132
192.0,11.0,20.6,63.0,1012.0,4.6,1214.0,0.754530477759
192.0,12.0,21.7,61.0,1012.0,5.7,1282.0,0.748049921997
192.0,13.0,21.7,61.0,1012.0,6.2,1281.0,0.75800156128
192.0,14.0,22.2,59.0,1012.0,6.7,1212.0,0.751650165017
192.0,15.0,21.1,63.0,1012.0,6.2,1078.0,0.721706864564
192.0,16.0,20.6,65.0,1011.0,7.7,891.0,0.699214365881
192.0,17.0,20.0,65.0,1011.0,6.7,661.0,0.649016641452
192.0,18.0,18.9,70.0,1012.0,6.2,406.0,0.608374384236
193.0,6.0,17.8,78.0,1014.0,2.6,149.0,0.147651006711
193.0,7.0,18.3,76.0,1014.0,2.6,412.0,0.23786407767
193.0,8.0,18.3,76.0,1015.0,3.1,667.0,0.188905547226
193.0,9.0,18.9,70.0,1015.0,3.6,895.0,0.241340782123
193.0,10.0,20.0,65.0,1015.0,3.6,1082.0,0.394639556377
193.0,11.0,21.1,63.0,1015.0,3.6,1214.0,0.7215815486
193.0,12.0,21.7,59.0,1015.0,5.2,1281.0,0.75800156128
193.0,13.0,22.2,59.0,1014.0,6.2,1280.0,0.715625
193.0,14.0,22.8,55.0,1014.0,7.7,1211.0,0.752270850537
193.0,15.0,21.1,66.0,1014.0,8.2,1078.0,0.733766233766
193.0,16.0,21.1,66.0,1013.0,7.7,890.0,0.708988764045
193.0,17.0,20.6,68.0,1013.0,7.7,660.0,0.674242424242
193.0,18.0,19.4,73.0,1013.0,6.2,405.0,0.60987654321
194.0,6.0,16.7,86.0,1015.0,3.1,147.0,0.340136054422
194.0,7.0,18.3,78.0,1015.0,1.5,410.0,0.558536585366
194.0,8.0,20.0,70.0,1015.0,0.0,665.0,0.636090225564
194.0,9.0,21.7,68.0,1015.0,2.1,894.0,0.695749440716
194.0,10.0,21.1,71.0,1015.0,4.6,1081.0,0.733580018501
194.0,11.0,21.7,66.0,1015.0,4.6,1213.0,0.760098928277
194.0,12.0,21.7,66.0,1015.0,6.7,1281.0,0.766588602654
194.0,13.0,22.8,55.0,1015.0,7.7,1280.0,0.75859375
194.0,14.0,22.2,61.0,1014.0,8.2,1211.0,0.752270850537
194.0,15.0,21.7,61.0,1014.0,8.8,1077.0,0.728876508821
194.0,16.0,21.1,63.0,1013.0,9.3,889.0,0.701912260967
194.0,17.0,21.1,63.0,1013.0,8.2,660.0,0.674242424242
194.0,18.0,20.0,70.0,1013.0,7.2,404.0,0.613861386139
195.0,6.0,18.3,81.0,1014.0,0.0,145.0,0.324137931034
195.0,7.0,20.0,76.0,1015.0,0.0,407.0,0.552825552826
195.0,8.0,22.2,64.0,1015.0,0.0,663.0,0.651583710407
195.0,9.0,23.9,55.0,1015.0,3.1,892.0,0.69730941704
195.0,10.0,23.3,66.0,1015.0,4.6,1080.0,0.734259259259
195.0,11.0,22.8,68.0,1015.0,5.2,1212.0,0.760726072607
195.0,12.0,23.3,66.0,1014.0,6.2,1280.0,0.771875
195.0,13.0,22.8,68.0,1014.0,6.7,1279.0,0.754495699765
195.0,14.0,22.2,68.0,1013.0,6.2,1210.0,0.742148760331
195.0,15.0,22.2,64.0,1013.0,7.7,1077.0,0.716805942433
195.0,16.0,22.2,68.0,1013.0,7.7,889.0,0.694038245219
195.0,17.0,21.1,73.0,1013.0,7.2,659.0,0.652503793627
195.0,18.0,20.0,76.0,1013.0,5.7,402.0,0.619402985075
196.0,6.0,17.8,87.0,1014.0,1.5,142.0,0.232394366197
196.0,7.0,17.8,87.0,1014.0,2.1,405.0,0.19012345679
196.0,8.0,18.9,81.0,1015.0,2.6,661.0,0.242057488654
196.0,9.0,20.0,76.0,1015.0,3.1,891.0,0.566778900112
196.0,10.0,20.6,73.0,1014.0,3.1,1078.0,0.719851576994
196.0,11.0,21.1,68.0,1014.0,3.6,1211.0,0.756399669694
196.0,12.0,21.7,66.0,1014.0,5.7,1279.0,0.758405003909
196.0,13.0,21.1,66.0,1014.0,6.2,1279.0,0.663017982799
196.0,14.0,20.6,68.0,1013.0,6.7,1209.0,0.71629445823
196.0,15.0,20.6,68.0,1013.0,6.7,1076.0,0.673791821561
196.0,16.0,20.6,70.0,1012.0,5.2,888.0,0.702702702703
196.0,17.0,20.0,73.0,1011.0,4.6,658.0,0.592705167173
196.0,18.0,18.9,81.0,1012.0,6.2,401.0,0.351620947631
197.0,6.0,17.8,84.0,1012.0,1.5,140.0,0.307142857143
197.0,7.0,18.0,77.0,1012.0,1.5,403.0,0.131513647643
197.0,8.0,18.9,75.0,1013.0,3.1,659.0,0.353566009105
197.0,9.0,20.0,73.0,1013.0,2.6,889.0,0.36670416198
197.0,10.0,21.7,66.0,1013.0,4.1,1077.0,0.700092850511
197.0,11.0,21.7,66.0,1013.0,5.2,1210.0,0.747107438017
197.0,12.0,21.7,63.0,1013.0,5.2,1278.0,0.754303599374
197.0,13.0,21.7,63.0,1012.0,4.6,1278.0,0.755086071987
197.0,14.0,21.7,63.0,1012.0,6.7,1209.0,0.74276261373
197.0,15.0,21.1,71.0,1011.0,6.7,1075.0,0.718139534884
197.0,16.0,20.0,73.0,1011.0,6.7,887.0,0.695603156708
197.0,17.0,20.0,73.0,1011.0,6.7,656.0,0.643292682927
197.0,18.0,18.9,81.0,1011.0,6.2,400.0,0.5725
198.0,6.0,17.2,87.0,1013.0,1.5,137.0,0.21897810219
198.0,7.0,18.3,81.0,1013.0,0.0,401.0,0.384039900249
198.0,8.0,20.0,73.0,1013.0,0.0,658.0,0.647416413374
198.0,9.0,21.7,70.0,1013.0,2.1,888.0,0.699324324324
198.0,10.0,21.7,70.0,1013.0,5.2,1076.0,0.736059479554
198.0,11.0,21.7,68.0,1013.0,4.6,1209.0,0.757650951199
198.0,12.0,22.8,64.0,1013.0,5.2,1278.0,0.763693270736
198.0,13.0,22.2,66.0,1013.0,6.2,1277.0,0.765857478465
198.0,14.0,22.8,59.0,1013.0,7.7,1208.0,0.748344370861
198.0,15.0,22.8,59.0,1012.0,8.2,1075.0,0.73023255814
198.0,16.0,21.7,66.0,1012.0,7.7,886.0,0.696388261851
198.0,17.0,21.7,63.0,1011.0,6.7,655.0,0.645801526718
198.0,18.0,21.1,63.0,1011.0,7.2,398.0,0.577889447236
199.0,6.0,18.9,81.0,1012.0,0.0,135.0,0.325925925926
199.0,7.0,20.6,73.0,1012.0,0.0,399.0,0.556390977444
199.0,8.0,22.8,59.0,1013.0,0.0,656.0,0.649390243902
199.0,9.0,22.8,71.0,1013.0,4.1,886.0,0.694130925508
199.0,10.0,23.9,62.0,1012.0,4.1,1075.0,0.736744186047
199.0,11.0,23.9,62.0,1013.0,4.6,1208.0,0.757450331126
199.0,12.0,23.3,64.0,1013.0,5.7,1277.0,0.764291307753
199.0,13.0,23.9,57.0,1012.0,7.2,1277.0,0.760375880971
199.0,14.0,23.9,55.0,1012.0,7.7,1207.0,0.743993371997
199.0,15.0,23.9,55.0,1011.0,5.7,1074.0,0.731843575419
199.0,16.0,23.3,62.0,1010.0,7.7,885.0,0.706214689266
199.0,17.0,22.2,66.0,1010.0,5.7,654.0,0.659021406728
199.0,18.0,21.7,70.0,1009.0,4.6,396.0,0.583333333333
200.0,6.0,18.9,84.0,1010.0,0.0,132.0,0.310606060606
200.0,7.0,20.6,81.0,1010.0,2.6,396.0,0.560606060606
200.0,8.0,21.7,73.0,1010.0,2.6,654.0,0.634556574924
200.0,9.0,23.3,64.0,1010.0,3.6,885.0,0.694915254237
200.0,10.0,25.6,58.0,1010.0,4.1,1074.0,0.731843575419
200.0,11.0,25.0,60.0,1010.0,4.6,1207.0,0.753935376968
200.0,12.0,25.0,56.0,1010.0,6.7,1276.0,0.760188087774
200.0,13.0,25.6,50.0,1010.0,8.8,1276.0,0.760971786834
200.0,14.0,24.4,56.0,1010.0,7.2,1207.0,0.743993371997
200.0,15.0,25.0,52.0,1009.0,6.7,1073.0,0.726001863933
200.0,16.0,24.4,56.0,1008.0,4.6,884.0,0.707013574661
200.0,17.0,24.4,54.0,1008.0,5.2,653.0,0.66156202144
200.0,18.0,22.2,68.0,1008.0,4.6,395.0,0.587341772152
201.0,6.0,18.9,87.0,1008.0,0.0,130.0,0.292307692308
201.0,7.0,21.1,76.0,1008.0,1.5,394.0,0.530456852792
201.0,8.0,21.7,79.0,1009.0,3.1,652.0,0.644171779141
201.0,9.0,22.2,71.0,1009.0,4.1,883.0,0.689694224236
201.0,10.0,22.8,66.0,1008.0,3.6,1072.0,0.738805970149
201.0,11.0,23.9,64.0,1009.0,4.1,1206.0,0.753731343284
201.0,12.0,24.4,60.0,1008.0,5.2,1275.0,0.760784313725
201.0,13.0,24.4,62.0,1008.0,5.2,1275.0,0.761568627451
201.0,14.0,23.9,60.0,1008.0,5.7,1206.0,0.750414593698
201.0,15.0,22.8,64.0,1007.0,6.7,1072.0,0.726679104478
201.0,16.0,22.8,59.0,1007.0,6.7,883.0,0.67610419026
201.0,17.0,22.2,68.0,1007.0,4.6,651.0,0.651305683564
201.0,18.0,21.1,73.0,1007.0,4.6,393.0,0.310432569975
202.0,6.0,18.3,87.0,1009.0,1.5,127.0,0.165354330709
202.0,7.0,19.4,81.0,1009.0,2.1,392.0,0.224489795918
202.0,8.0,20.0,78.0,1010.0,2.1,650.0,0.192307692308
202.0,9.0,20.6,78.0,1010.0,2.6,882.0,0.399092970522
202.0,10.0,22.2,71.0,1010.0,2.6,1071.0,0.707749766573
202.0,11.0,22.2,71.0,1010.0,5.2,1205.0,0.735269709544
202.0,12.0,22.8,68.0,1010.0,4.1,1274.0,0.751962323391
202.0,13.0,23.3,66.0,1010.0,4.6,1274.0,0.748037676609
202.0,14.0,22.2,68.0,1010.0,5.7,1205.0,0.677178423237
202.0,15.0,22.2,68.0,1010.0,5.2,1071.0,0.435107376284
202.0,16.0,21.1,73.0,1009.0,5.2,881.0,0.661748013621
202.0,17.0,20.0,78.0,1009.0,3.6,649.0,0.519260400616
202.0,18.0,19.4,81.0,1009.0,4.1,391.0,0.429667519182
203.0,6.0,17.8,90.0,1010.0,2.6,125.0,0.28
203.0,7.0,18.9,84.0,1011.0,3.1,389.0,0.514138817481
203.0,8.0,20.6,75.0,1011.0,3.1,648.0,0.625
203.0,9.0,21.1,76.0,1012.0,2.6,880.0,0.679545454545
203.0,10.0,22.2,71.0,1012.0,4.1,1070.0,0.714018691589
203.0,11.0,22.2,71.0,1012.0,4.6,1204.0,0.740863787375
203.0,12.0,22.8,71.0,1012.0,4.6,1273.0,0.747839748625
203.0,13.0,23.3,69.0,1011.0,5.2,1273.0,0.739198743126
203.0,14.0,22.8,71.0,1011.0,5.2,1204.0,0.735880398671
203.0,15.0,22.8,71.0,1011.0,5.7,1070.0,0.710280373832
203.0,16.0,22.2,73.0,1010.0,5.2,880.0,0.695454545455
203.0,17.0,21.7,76.0,1010.0,5.2,648.0,0.632716049383
203.0,18.0,21.1,78.0,1010.0,5.2,389.0,0.550128534704
203.0,19.0,20.0,84.0,1010.0,4.1,124.0,0.282258064516
204.0,6.0,19.4,87.0,1012.0,0.0,122.0,0.295081967213
204.0,7.0,20.0,84.0,1013.0,1.5,387.0,0.165374677003
204.0,8.0,22.2,73.0,1013.0,0.0,646.0,0.588235294118
204.0,9.0,23.9,64.0,1013.0,2.1,878.0,0.675398633257
204.0,10.0,24.4,69.0,1013.0,3.1,1068.0,0.699438202247
204.0,11.0,24.4,69.0,1013.0,5.2,1203.0,0.741479634248
204.0,12.0,25.0,66.0,1013.0,5.2,1272.0,0.753144654088
204.0,13.0,25.0,66.0,1013.0,4.1,1272.0,0.661949685535
204.0,14.0,25.0,66.0,1012.0,5.7,1203.0,0.736492103076
204.0,15.0,24.4,69.0,1012.0,5.7,1069.0,0.717492984097
204.0,16.0,23.3,74.0,1011.0,4.6,879.0,0.6803185438
204.0,17.0,22.2,79.0,1011.0,5.2,646.0,0.634674922601
204.0,18.0,21.1,81.0,1011.0,5.7,387.0,0.583979328165
204.0,19.0,20.0,87.0,1012.0,4.1,121.0,0.297520661157
205.0,6.0,18.3,93.0,1012.0,3.6,119.0,0.151260504202
205.0,7.0,18.9,90.0,1012.0,2.1,385.0,0.246753246753
205.0,8.0,20.6,81.0,1012.0,2.6,644.0,0.358695652174
205.0,9.0,20.6,81.0,1012.0,4.1,877.0,0.484606613455
205.0,10.0,21.7,76.0,1012.0,5.7,1067.0,0.549203373946
205.0,11.0,21.7,76.0,1012.0,4.1,1202.0,0.712978369384
205.0,12.0,22.8,71.0,1012.0,4.6,1271.0,0.725413060582
205.0,13.0,22.2,73.0,1011.0,4.6,1271.0,0.706530291109
205.0,14.0,22.8,71.0,1011.0,5.2,1202.0,0.737104825291
205.0,15.0,22.2,73.0,1010.0,6.2,1067.0,0.706654170572
205.0,16.0,21.7,76.0,1010.0,6.7,877.0,0.683010262258
205.0,17.0,21.1,76.0,1009.0,7.2,644.0,0.625776397516
205.0,18.0,20.0,84.0,1009.0,6.2,384.0,0.533854166667
205.0,19.0,19.4,87.0,1010.0,5.7,119.0,0.260504201681
206.0,6.0,17.8,93.0,1009.0,2.1,117.0,0.247863247863
206.0,7.0,18.9,87.0,1009.0,1.5,382.0,0.353403141361
206.0,8.0,21.1,78.0,1010.0,0.0,642.0,0.456386292835
206.0,9.0,22.2,73.0,1009.0,3.6,875.0,0.659428571429
206.0,10.0,22.2,73.0,1009.0,4.1,1066.0,0.711069418386
206.0,11.0,22.2,73.0,1009.0,4.6,1201.0,0.73771856786
206.0,12.0,22.8,71.0,1009.0,5.7,1270.0,0.749606299213
206.0,13.0,22.8,71.0,1008.0,5.2,1270.0,0.702362204724
206.0,14.0,22.8,71.0,1008.0,5.7,1201.0,0.726894254788
206.0,15.0,22.2,71.0,1007.0,5.7,1066.0,0.712945590994
206.0,16.0,22.8,66.0,1006.0,6.7,875.0,0.692571428571
206.0,17.0,22.2,68.0,1006.0,5.7,642.0,0.641744548287
206.0,18.0,21.1,73.0,1006.0,6.2,382.0,0.602094240838
206.0,19.0,20.0,76.0,1006.0,4.6,116.0,0.293103448276
207.0,6.0,18.9,87.0,1008.0,2.1,114.0,0.236842105263
207.0,7.0,20.0,84.0,1008.0,2.1,380.0,0.457894736842
207.0,8.0,21.1,78.0,1009.0,1.5,640.0,0.584375
207.0,9.0,23.3,69.0,1009.0,1.5,874.0,0.671624713959
207.0,10.0,23.3,71.0,1009.0,4.6,1064.0,0.717105263158
207.0,11.0,23.3,71.0,1009.0,5.2,1199.0,0.743953294412
207.0,12.0,22.8,71.0,1009.0,5.2,1269.0,0.754925137904
207.0,13.0,22.8,71.0,1009.0,5.7,1269.0,0.750985027581
207.0,14.0,23.3,69.0,1008.0,5.7,1200.0,0.738333333333
207.0,15.0,23.3,71.0,1007.0,4.6,1065.0,0.707981220657
207.0,16.0,23.3,74.0,1007.0,6.7,874.0,0.693363844394
207.0,17.0,21.7,79.0,1007.0,4.6,640.0,0.63125
207.0,18.0,21.1,78.0,1007.0,4.1,380.0,0.547368421053
207.0,19.0,20.0,84.0,1007.0,4.1,114.0,0.263157894737
208.0,6.0,19.4,90.0,1008.0,0.0,112.0,0.116071428571
208.0,7.0,20.6,84.0,1009.0,1.5,377.0,0.238726790451
208.0,8.0,21.1,81.0,1010.0,2.6,638.0,0.307210031348
208.0,9.0,21.7,76.0,1010.0,4.1,872.0,0.30619266055
208.0,10.0,21.7,76.0,1010.0,6.2,1063.0,0.436500470367
208.0,11.0,22.8,73.0,1010.0,4.1,1198.0,0.580968280467
208.0,12.0,22.8,73.0,1010.0,5.7,1268.0,0.713722397476
208.0,13.0,23.3,71.0,1010.0,5.7,1268.0,0.757097791798
208.0,14.0,22.8,73.0,1010.0,5.7,1198.0,0.74040066778
208.0,15.0,23.3,71.0,1009.0,6.2,1063.0,0.709313264346
208.0,16.0,22.8,73.0,1009.0,5.2,872.0,0.63876146789
208.0,17.0,22.8,71.0,1009.0,5.2,638.0,0.57210031348
208.0,18.0,21.1,81.0,1009.0,5.2,377.0,0.557029177719
208.0,19.0,20.0,84.0,1009.0,4.6,111.0,0.261261261261
209.0,6.0,19.4,90.0,1011.0,1.5,109.0,0.266055045872
209.0,7.0,20.6,84.0,1011.0,2.1,375.0,0.522666666667
209.0,8.0,21.1,81.0,1011.0,1.5,636.0,0.616352201258
209.0,9.0,22.8,73.0,1011.0,4.1,870.0,0.673563218391
209.0,10.0,22.8,73.0,1011.0,4.1,1062.0,0.712806026365
209.0,11.0,22.8,73.0,1011.0,5.2,1197.0,0.740183792815
209.0,12.0,22.8,71.0,1011.0,6.2,1267.0,0.756116811365
209.0,13.0,22.8,71.0,1010.0,5.7,1267.0,0.752170481452
209.0,14.0,22.8,71.0,1010.0,6.2,1197.0,0.741019214703
209.0,15.0,22.8,68.0,1010.0,7.2,1062.0,0.716572504708
209.0,16.0,22.2,71.0,1009.0,6.7,870.0,0.697701149425
209.0,17.0,21.7,73.0,1010.0,6.2,636.0,0.638364779874
209.0,18.0,20.0,81.0,1010.0,5.2,374.0,0.377005347594
209.0,19.0,19.4,81.0,1010.0,4.6,108.0,0.175925925926
210.0,6.0,18.3,90.0,1009.0,2.1,106.0,0.0849056603774
210.0,7.0,19.4,84.0,1009.0,3.1,372.0,0.241935483871
210.0,8.0,20.6,78.0,1010.0,2.6,634.0,0.429022082019
210.0,9.0,21.7,73.0,1009.0,2.6,869.0,0.668584579977
210.0,10.0,21.7,76.0,1009.0,4.6,1060.0,0.718867924528
210.0,11.0,21.7,73.0,1009.0,5.2,1196.0,0.730769230769
210.0,12.0,21.1,76.0,1009.0,6.2,1266.0,0.723538704581
210.0,13.0,22.2,71.0,1009.0,6.7,1266.0,0.59794628752
210.0,14.0,21.1,76.0,1009.0,6.2,1196.0,0.261705685619
210.0,15.0,21.1,76.0,1009.0,4.6,1060.0,0.308490566038
210.0,16.0,21.7,73.0,1008.0,4.1,868.0,0.452764976959
210.0,17.0,21.1,76.0,1008.0,4.1,633.0,0.603475513428
210.0,18.0,20.0,81.0,1007.0,5.7,371.0,0.288409703504
210.0,19.0,18.9,84.0,1007.0,4.6,105.0,0.133333333333
211.0,6.0,18.3,93.0,1007.0,3.1,104.0,0.105769230769
211.0,7.0,19.0,88.0,1008.0,0.0,370.0,0.178378378378
211.0,8.0,20.0,84.0,1008.0,1.5,632.0,0.460443037975
211.0,9.0,21.1,78.0,1008.0,2.6,867.0,0.651672433679
211.0,10.0,22.8,71.0,1008.0,2.6,1059.0,0.704438149197
211.0,11.0,24.4,67.0,1008.0,4.6,1194.0,0.717755443886
211.0,12.0,23.3,71.0,1007.0,5.2,1265.0,0.738339920949
211.0,13.0,23.3,71.0,1007.0,5.7,1265.0,0.734387351779
211.0,14.0,22.8,73.0,1007.0,6.7,1194.0,0.705192629816
211.0,15.0,22.2,76.0,1006.0,6.2,1058.0,0.694706994329
211.0,16.0,21.7,76.0,1006.0,5.2,866.0,0.612009237875
211.0,17.0,20.6,81.0,1006.0,5.2,631.0,0.413629160063
211.0,18.0,20.0,84.0,1006.0,4.1,369.0,0.422764227642
211.0,19.0,18.9,90.0,1006.0,4.1,102.0,0.186274509804
212.0,6.0,19.4,87.0,1009.0,3.6,101.0,0.118811881188
212.0,7.0,20.0,84.0,1010.0,3.6,367.0,0.337874659401
212.0,8.0,20.6,81.0,1010.0,4.1,630.0,0.174603174603
212.0,9.0,21.1,78.0,1011.0,6.7,865.0,0.235838150289
212.0,10.0,23.3,69.0,1010.0,2.6,1057.0,0.673604541154
212.0,11.0,26.7,56.0,1009.0,2.1,1193.0,0.708298407376
212.0,12.0,26.7,58.0,1008.0,3.6,1263.0,0.730007917656
212.0,13.0,26.1,60.0,1008.0,4.6,1263.0,0.706254948535
212.0,14.0,23.9,69.0,1007.0,5.7,1193.0,0.700754400671
212.0,15.0,23.9,69.0,1007.0,6.7,1057.0,0.664143803217
212.0,16.0,23.3,71.0,1007.0,6.2,864.0,0.696759259259
212.0,17.0,21.7,79.0,1007.0,6.2,628.0,0.636942675159
212.0,18.0,21.1,81.0,1008.0,4.6,366.0,0.595628415301
212.0,19.0,20.6,84.0,1008.0,2.6,99.0,0.262626262626
213.0,6.0,18.3,81.0,1009.0,2.1,101.0,0.247524752475
213.0,7.0,19.4,79.0,1010.0,2.1,367.0,0.547683923706
213.0,8.0,21.1,73.0,1010.0,1.5,629.0,0.667726550079
213.0,9.0,22.2,71.0,1010.0,3.1,865.0,0.640462427746
213.0,10.0,21.7,73.0,1010.0,4.6,1057.0,0.736045411542
213.0,11.0,22.2,71.0,1011.0,4.6,1193.0,0.75691533948
213.0,12.0,22.8,68.0,1011.0,5.2,1263.0,0.763262074426
213.0,13.0,22.8,71.0,1010.0,6.2,1263.0,0.764845605701
213.0,14.0,22.2,73.0,1010.0,4.6,1192.0,0.572986577181
213.0,15.0,22.8,71.0,1010.0,5.2,1056.0,0.494318181818
213.0,16.0,22.2,71.0,1009.0,6.2,863.0,0.514484356895
213.0,17.0,21.1,76.0,1009.0,7.2,627.0,0.625199362041
213.0,18.0,20.6,78.0,1009.0,5.2,365.0,0.632876712329
213.0,19.0,20.6,73.0,1009.0,4.1,98.0,0.275510204082
214.0,6.0,18.9,90.0,1012.0,0.0,98.0,0.15306122449
214.0,7.0,20.0,87.0,1012.0,3.6,364.0,0.318681318681
214.0,8.0,20.0,87.0,1013.0,3.6,627.0,0.401913875598
214.0,9.0,20.0,84.0,1013.0,3.1,863.0,0.338354577057
214.0,10.0,21.7,76.0,1013.0,2.6,1055.0,0.41327014218
214.0,11.0,21.7,73.0,1013.0,4.6,1192.0,0.506711409396
214.0,12.0,22.2,71.0,1012.0,6.2,1262.0,0.466719492868
214.0,13.0,21.0,78.0,1012.0,6.7,1262.0,0.438985736926
214.0,14.0,21.0,78.0,1012.0,6.7,1191.0,0.761544920235
214.0,15.0,22.8,68.0,1012.0,6.7,1054.0,0.748576850095
214.0,16.0,22.8,67.0,1011.0,6.2,861.0,0.732868757259
214.0,17.0,22.2,68.0,1011.0,5.7,625.0,0.7088
214.0,18.0,23.3,79.0,1011.0,5.7,362.0,0.67679558011
214.0,19.0,22.8,68.0,1011.0,4.1,95.0,0.284210526316
215.0,6.0,19.4,84.0,1011.0,0.0,96.0,0.28125
215.0,7.0,21.1,76.0,1012.0,2.1,362.0,0.530386740331
215.0,8.0,22.8,66.0,1012.0,2.1,625.0,0.6464
215.0,9.0,24.4,64.0,1012.0,3.6,861.0,0.709639953542
215.0,10.0,23.9,66.0,1012.0,4.6,1054.0,0.738140417457
215.0,11.0,25.0,62.0,1012.0,4.1,1190.0,0.753781512605
215.0,12.0,25.0,58.0,1012.0,5.7,1261.0,0.759714512292
215.0,13.0,25.0,58.0,1011.0,5.2,1260.0,0.761904761905
215.0,14.0,24.4,58.0,1011.0,6.7,1189.0,0.757779646762
215.0,15.0,25.0,56.0,1011.0,5.7,1052.0,0.750950570342
215.0,16.0,23.9,64.0,1010.0,5.7,859.0,0.735739231665
215.0,17.0,23.3,64.0,1010.0,4.1,622.0,0.581993569132
215.0,18.0,22.8,64.0,1010.0,3.1,358.0,0.346368715084
215.0,19.0,22.2,68.0,1010.0,3.6,92.0,0.141304347826
216.0,6.0,18.9,87.0,1011.0,1.5,93.0,0.139784946237
216.0,7.0,20.0,81.0,1011.0,2.6,359.0,0.222841225627
216.0,8.0,21.1,76.0,1012.0,3.1,623.0,0.670947030498
216.0,9.0,23.9,64.0,1012.0,2.6,859.0,0.717112922002
216.0,10.0,25.6,60.0,1011.0,1.5,1052.0,0.739543726236
216.0,11.0,23.3,71.0,1011.0,5.2,1189.0,0.754415475189
216.0,12.0,22.2,71.0,1011.0,6.2,1259.0,0.571882446386
216.0,13.0,22.2,71.0,1011.0,5.2,1259.0,0.376489277204
216.0,14.0,22.2,73.0,1010.0,5.7,1187.0,0.37152485257
216.0,15.0,21.7,76.0,1010.0,5.7,1050.0,0.312380952381
216.0,16.0,20.6,81.0,1009.0,5.2,856.0,0.521028037383
216.0,17.0,20.0,81.0,1009.0,5.2,619.0,0.705977382876
216.0,18.0,20.0,78.0,1009.0,4.1,355.0,0.67323943662
216.0,19.0,19.4,81.0,1009.0,4.1,89.0,0.258426966292
217.0,6.0,19.4,79.0,1010.0,0.0,91.0,0.197802197802
217.0,7.0,20.0,76.0,1010.0,2.1,357.0,0.310924369748
217.0,8.0,20.0,78.0,1010.0,3.1,621.0,0.351046698873
217.0,9.0,20.6,73.0,1010.0,2.6,857.0,0.414235705951
217.0,10.0,21.1,73.0,1010.0,2.6,1051.0,0.367269267364
217.0,11.0,21.7,73.0,1010.0,4.6,1187.0,0.518112889638
217.0,12.0,21.7,70.0,1010.0,5.2,1258.0,0.761526232114
217.0,13.0,21.7,73.0,1010.0,6.2,1257.0,0.763723150358
217.0,14.0,21.1,76.0,1009.0,6.7,1186.0,0.759696458685
217.0,15.0,20.6,75.0,1009.0,4.1,1048.0,0.748091603053
217.0,16.0,20.0,78.0,1009.0,5.2,854.0,0.733021077283
217.0,17.0,20.0,78.0,1008.0,4.6,616.0,0.711038961039
217.0,18.0,19.4,79.0,1008.0,4.6,351.0,0.689458689459
217.0,19.0,19.4,79.0,1008.0,4.1,86.0,0.255813953488
218.0,6.0,20.0,63.0,1011.0,3.6,88.0,0.102272727273
218.0,7.0,20.0,63.0,1011.0,3.1,354.0,0.406779661017
218.0,8.0,21.1,59.0,1011.0,3.1,618.0,0.245954692557
218.0,9.0,21.7,57.0,1012.0,1.5,856.0,0.498831775701
218.0,10.0,21.1,68.0,1012.0,5.7,1049.0,0.58913250715
218.0,11.0,21.1,66.0,1012.0,4.1,1186.0,0.682967959528
